Name,Type,Subtype,Prerequisite,Description,Additional Notes,Martial,Spellcasting,Mastery,Offensive,Defensive,Skill,Racial,Flavour,Exclusive,Prereq,Rest,Exploration,Roleplay,Movement,Meta,Piety,
Craft of the Giants,Ingens,Giant,,"Your connection to giants grants you the power to forge and create. Depending on the type of Giant you are connected to you choose one proficiency in an associated tool. If you already have proficiency with this tool your Proficiency Bonus is doubled. 

Fire: Smith’s Tools
Cloud: Gaming Set
Frost: Cobbler’s Tools, Leatherworker’s Tools
Stone: Mason’s Tools 
Hill: Cook’s Utensils
Storm: Navigator’s Tools, Cartographer’s Tools, Water Vehicles",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,
Sturdiness of the Earth,Ingens,Giant,,"You have advantage on saving throws against being pushed or knocked prone, and only get moved half the distance when forcefully moved against your will. ",If unarmed strikes rules changes reevaluate. ,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
Natural Sprinters,Ingens,Giant,Dwarf,"You gain the ability to sprint across the battlefield. Whenever you dash you may choose to move with extreme speed, this also uses up your regular movement. You move three times your movement speed, but the movement must be in a straight line and unobstructed by difficult terrain. While dashing in this way opportunity attacks against you have advantage. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
Touched by the Waves,Ingens,Oceanic,,"You can give a number of creatures equal to your proficiency bonus the ability to breathe underwater, including you. You may change these creatures after every short rest.",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
Octopus Camouflage,Ingens,Oceanic,,After you spend a long rest in a town you can choose to resemble the local race. ,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
Fearsome Accuracy,Ingens,Weapon Mastery,Exclusive,"Choose a weapon that you have proficiency with and that has the Thrown property. As an attack, you may throw your weapon at a creature at the very limit of your range. Make an attack roll against a creature exactly the maximum distance of your range away. If the attack hits, the creature takes normal damage and must make a Wisdom saving throw (DC = 8+your proficiency bonus + the ability score you used for the attack). On a failure, the creature becomes frightened of you for 1 minute. They may repeat the saving throw at the end of their turns, ending the effect on a success. ",,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Deflective Weapons,Ingens,Weapon Mastery,Exclusive,Choose a weapon that you have proficiency with that you can dual-wield. While dual-wielding with this weapon you may use a reaction after being attacked to roll a d4 and add the result to your Armor Class until the end of the attacker’s turn. ,,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Grinding Halt,Ingens,Weapon Mastery,,"Choose a melee weapon that you have proficiency with that has the Heavy or Reach property. Whenever you must make a saving throw to avoid being moved against your will, you can dig your weapon into the ground as a reaction. Roll 2d6 and add the number rolled to the saving throw. If the effect pushing you does not have a saving throw, you move 5 feet fewer.",,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Applicable Weapon Mastery ,Ingens,Weapon Mastery,,After you finish a long rest you may apply any Weapon Mastery Orenth trait to a different weapon that meets the requirements. ,,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
Spellcasting Weapons,Ingens,Weapon Mastery,,You can choose one weapon you are proficient with and use it as a spellcasting focus.,,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Blowgun Expert,Ingens,Weapon Mastery,Proficiency with a Blowgun,Whenever you use a blowgun it deals 1d4 + your Dexterity modifier amount of piercing damage. Additionally it gains the Light property. ,,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Stone Tosser,Ingens,Weapon Mastery,,"Choose a weapon you have proficiency with, with the Thrown property. The normal and long distances you can throw this weapon doubles. ",,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
What do you mean magic? ,Ingens,Weapon Mastery,,"Whenever you deal damage that triggered due to you hitting with a weapon attack, you can make the damage type the same as your weapon damage. ",,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Crushing Blow,Ingens,Weapon Mastery,Exclusive,"Choose a melee weapon that you have proficiency with that has the Heavy property. As an action you can make a single weapon attack with this weapon, on a hit the target's AC is reduced by 1 until it finishes a Short Rest. Its AC can't be reduced below 10+its Dexterity modifier. ",,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Mixed Ancestry,Ingens,,,You gain access to all Orenth types and this trait counts as a Tier 1 trait for any type. ,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
The Human Spirit,Ingens,,Human,Your human spirit grants you hope unlike any other. After you finish a long rest you get a point of inspiration.,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Stubborn,Ingens,,Human or Dwarf,You know what you like and don’t need anything else. You gain the ability to pick the same Orenth trait twice.,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,
Homing Minotaur,Ingens,,Minotaur,"You know where you come from, and more importantly how to get back. Once per long rest you can select a point or object you can see within 30 feet. Until you use this feature again you can always find your way back to this point or object. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
Continued Assault,Ingens,,Dwarf ,Once per turn when you hit a creature with a weapon attack you can mark it. The next creature that damages the creature you marked takes extra damage equal to your proficiency bonus. You may use this feature a number of times equal to your Proficiency Bonus and regain all uses after a long rest. If you make a critical hit you do not need to expend a use. ,,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Mirage Resistance,Ingens,,Human,Travelling as a nomad through the desert has left you especially well equipped against the illusions of the desert and its dragons. You have advantage on ability checks and saving throws made against illusion spells. ,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Tiny Sneaky Steps,Ingens,,Halfing,"You can hide while travelling at a normal and slow pace, and do an activity at the same time. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,
Brass Magic Initiate,Metallic,Brass,,You learn the message cantrip. Charisma is your spellcasting ability for the spell. ,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
Cacti Gatherer,Metallic,Brass,,"Whenever you take piercing damage, you may subtract your proficiency bonus from the damage. ",,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Clouds of Shade,Metallic,Brass,,"As an action, while travelling outside you are able to create a number of small magical clouds equal to your proficiency bonus and assign each of these clouds to a creature of your choice. These creatures have advantage on saving throws against Extreme Heat, as well as saving throws made to avoid taking fire and lightning damage. You can dismiss the clouds at will. ",,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
Magic Item Conversations,Metallic,Brass,,You are able to distinguish the emotional state of any magic item and make a Wisdom (Insight) check to determine what may have caused this emotional state. The DC is determined by the DM and depends on the power of the magic item. ,,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,
Sleep Breath Resistance,Metallic,Brass,,"Magic cannot put you to sleep. Additionally you can cast the sleep spell once per long rest, using your Charisma as the spellcasting ability. ",,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Innate Knowledge,Metallic,Brass,,You can learn about the history of a place simply by staying within the area for an hour. You may attempt to make history checks about a location without having any prior knowledge about it.,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
Bronze Magic Initiate,Metallic,Bronze,,You learn the resistance cantrip. Charisma is your spellcasting ability for the spell. ,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Funne man,Metallic,Copper,,Whenever you make a pun you can give a creature that laughed temporary hit points equal to your Charisma modifier. You may use this ability a number of times equal to your Charisma modifier and regain all uses after a Long Rest. You can still make puns even if you have no more uses remaining. ,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
Copper Magic Initiate,Metallic,Copper,,You learn the guidance cantrip. Charisma is your spellcasting ability for the spell. ,,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Gift of Skill,Metallic,Copper,,After a long rest you may choose to one of your skill or tool proficiencies and a creature of your choice that you can see. This creature gains that skill proficiency until you designate it or another creature a skill. ,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Gold Magic Initiate,Metallic,Gold,,You learn the light cantrip. Charisma is your spellcasting ability for this spell. ,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,
I am the Light,Metallic,Platinum,,"Whenever you are blinded, darkness spreads around you. While the condition lasts you have the Darkness spell cast centered on you. If the spell is dispelled you are no longer blinded. ",,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Silver Magic Initiate,Metallic,Silver,,You learn the prestidigitaiton cantrip. Charisma is your spellcasting ability for this spell. ,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
Silver Spellcasting,Metallic,Silver,,When you cast a beneficial spell on an ally you may also give them a number of temporary hit points equal to your Charisma modifier. You may use this ability a number of times equal to your Charisma modifier and regain all uses at the end of Long Rest.,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Metallic Kobold Maleability,Metallic,,Kobold,"Whenever you finish a short rest in an area where a metallic dragons presence has an effect on the environment, you may choose to change one of your Metallic Orenth traits to one connected to that dragon type. You cannot change this trait in this way.
Additionally you more easily blend in with other kobolds. You have advantage on Dexterity (Stealth) and Charisma (Deception) checks made to convince others that you are a different kind of kobold.",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,
Enhanced Metallic Breath Weapons,Metallic,,Dragonborn,"Your breath weapon deals 1d10 extra damage, and you may calculate the save DC using your Charisma modifier instead of your Constitution modifier.",,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Metallic Fighting Adept,Metallic,,Metallic Kobold,"When wielding a light weapon, you may choose to use your Charisma in place of Strength of Dexterity for the attack and damage rolls.",,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Humanoid Guide,Metallic,,Metallic Kobold,"Choose one of the following skills: Crafting, Arcana, Religion, History, Medicine or Nature. Whenever you make a check with this skill you can choose to use your Charisma modifier instead of another ability score.",,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Celestial Blood,Metallic,,Aasimar,Your creature type becomes Celestial and when you cast the light cantrip you can have two lights active.,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Hands of Greater Healing,Metallic,,Aasimar,You may roll d6s instead of d4s whenever you use your Healing Hands ability.,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Improved Celestial Revelation,Metallic,,Aasimar,"You gain the following benefit, depending on your chosen revelation: 
Necrotic Shroud: You can frighten creatures up to 20 feet away and you may deal radiant damage instead of necrotic damage. 
Radiant Consumption: The aura’s size increases to 20 feet and you can choose to exclude a number of creatures equal to your Charisma modifier, who won’t take the damage. 
Radiant Soul: Your flying speed increases by 20 feet.",,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,
True Helper,Metallic,,,You can take the help action even if you have no proficiency in the skill or tool. ,,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Merciful Warrior,Metallic,,,Any damage you deal can be non-lethal. Additionally you have advantage on Wisdom (Medicine) checks to stabilize a creature. ,,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Trench Coat,Other,,Be a small race,You have (or find) a buddy on whose shoulders you stand and together you pass as a larger humanoid. You gain the following benefits: You have advantage on saving throws made against being charmed; You have disadvantage on saving throws made to avoid being knocked prone; You gain additional hit points equal to your level; When you drop to 0 hit points your buddy dies instead of you and you revert back to your untrenchcoated form. You lose this trait and can pick a different trait that you apply for. ,,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,
Quick Casting,Chromatic,Spell Mastery,Exclusive,Choose a spell that you can cast with a casting time of an Action. Once per Long Rest you may cast this spell as a bonus action. ,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Mastered Teleportation,Fey,Spell Mastery,Exclusive,Choose a spell that allows you to teleport. Whenever you cast this spell you may double the distance you can teleport with it. ,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Equinox,Ingens,,,"Around the equinoxes, the days and nights are balanced and last equally long. Whenever you fail a d20 check you made with disadvantage, you may add 1d4 to your next d20 check. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Painting Eggs,Ingens,,,"You gain proficiency with Painters Supplies. Additionally, over the course of a short rest you can paint eggs with a pretty pattern and give them to your friends. As a reaction to failing a d20 during the next day they made look at the egg and roll 1d4 and add it to the check, possibly turning it into a success. You can make a number of eggs equal to your Wisdom modifier every short rest. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Rope Capture,Ingens,Weapon Mastery,,"On your turn you may use 15 feet of rope to wrap a creature up. You must use your movement to fully loop around the creature, ending the movement in the place you started. You can then use your bonus action to try and tighten the rope and restrain the creature. The target must make a Dexterity saving throw against a DC equal to 8 + your Proficiency Bonus + your Dexterity modifier. The target succeeds automatically if it’s Huge or larger. On a failed save, the target has the Restrained condition until it unentangles itself. To escape, the target must use its action to make a DC 10 Strength (Athletics) check, escaping on a success.
A creature within 5 feet of the target can use its action to attempt the same thing. Destroying the rope (AC 10; 5 HP; immunity to Bludgeoning, Poison, and Psychic damage) also frees the target, ending the effect.",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Chug! Chug! Chug!,Ingens,Giant,Dwarf,You can drink a healing potion as a bonus action and still restore all the maximum amount of hit points. ,,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Channel the Weather,Ingens,,,"Once per turn when you hit with a weapon attack while outside, you may apply one of the following benefits, depending on the current weather: 
Heat: Your attack deals an additional 1d6 fire damage
Cold: Your attacks deal an additional 1d6 cold damage
Wind: After hitting with a weapon attack you may immediately move 10 feet without provoking opportunity attacks. This movement doesn't cost you any movement. 
Rain: Your attacks deal an additional 1d6 acid damage. 
Storm: At the start of the day pick either the Wind or Rain benefit. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Harvest of the Land,Ingens,,,"When performing the Foraging travelling activity and you find enough food for your party, you can give your party an additional benefit in addition to a full stomach. Anyone that eats from the food you find may add your Wisdom modifier to one of the hit dice they roll to regain hitpoints. ",,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,
Amethyst Recovery,Gem,Spell Recovery,,Once per long rest when you cast a levelled transmutation spell you regain a first level spellslot. ,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Crystal Recovery,Gem,Spell Recovery,,Once per long rest when you cast a levelled divination spell you regain a first level spellslot. ,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Jade Recovery,Gem,Spell Recovery,,Once per long rest when you cast a levelled enchantment spell you regain a first level spellslot. ,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Emerald Recovery,Gem,Spell Recovery,,Once per long rest when you cast a levelled illusion spell you regain a first level spellslot. ,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Sapphire Recovery,Gem,Spell Recovery,,Once per long rest when you cast a levelled abjuration spell you regain a first level spellslot. ,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Topaz Recovery,Gem,Spell Recovery,,Once per long rest when you cast a levelled necromancy spell you regain a first level spellslot. ,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Absorbant Recovery,Chromatic,Spell Recovery,,Once per short rest when you take damage that you are resistant to you regain a first level spellslot. ,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Pious Recovery,Metallic,Spell Recovery,,Once per long rest when you gain piety you may also regain a first level spellslot. ,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,
Life Absorption,Cosmic,Spell Recovery,,"Once per long rest when you reduce a creature to 0 hit points with a spell you cast, you regain a first level spellslot. ",,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Trans Recovery,Fey,Spell Recovery,The Trance Trait,Once per long rest when you may spend 8 hours trancing during a short rest and regain a first level spellslot. ,are humanoid rights,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Unlucky Recovery,Chromatic,Spell Recovery,,Once per long rest when you roll a natural 1 on a d20 check you may regain a first level spellslot.,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
No Energy Wasted,Gem,Spell Recovery,,"Once per long rest when a creature succeeds on a saving throw against a spell you cast resulting in nothing happening, you may regain a first level spellslot. ",,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Recovery in a Moment of Peace,Metallic,Spell Recovery,,"Once per long rest when you get grappled, restrained, stunned, exhausted, charmed, frightened, slowed, dazed or paralyzed against your will you regain a first level spellslot. ",,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Mind and Body Recovery,Metallic,Spell Recovery,,Once per long rest when you regain hit points from a levelled spell you also regain a first level spell. ,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Feywild Recovery,Fey,Spell Recovery,,Once per long rest when you teleport you may regain a first level spellslot.,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,
Recovery from beyond the Grave,Gem,Spell Recovery,,Once per short rest when you are reduced to 0 hit points you may regain a first level spellslot. ,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,3
Gish Recovery,Ingens,Spell Recovery,,Once per long rest when you crit with a weapon attack you regain a first level spellslot. ,,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Tinkerer's Recovery,Fey,Spell Recovery,Proficiency with Tinkerer's tools,Over the course of a long rest your may imbue an item with the arcane energy. Before you next long rest you may unleash the energy inside the item as a bonus action to regain a first level spellslot. ,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Ritual Recovery,Ingens,Spell Recovery,Ritual Spellcasting,Once per long rest you may perform a 10 minute ritual to enhance your power. At the end of the ritual one of your first level spellslots becomes one level higher. ,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Recovery of the Breath,Other,Spell Recovery,Dragonborn,Once per long rest when you use your Breath Weapon you may regain a first level spellslot. The orenth type of this trait depends on the type of dragonborn you are. ,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Mind over Body Recovery,Ingens,Spell Recovery,,Once per long rest during a short rest when you regain hitpoints from rolling hit dice you may refrain from adding your constitution modifier to the roll and regain a first level spellslot. ,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Extraplanar Recovery,Metallic,Spell Recovery,,"Once per short rest when you or a party member reduces an abberation, fiend or fey to 0 hit points you may regain a first level spellslot. ",,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Lunar Recovery,Cosmic,Spell Recovery,,"Once per short rest when you or a party member reduce an elemental, undead, celestial or dragon to 0 hit points you may regain a first level spellslot. ",,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Recovery from Nature,Ingens,Spell Recovery,,"Once per short rest when you or a party member reduce a plant, beast or ooze to 0 hit points you may regain a first level spellslot. ",,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Murderous Recovery,Chromatic,Spell Recovery,,"Once per short rest when you or a party member reduce a humanoid or giant to 0 hit points, you may regain a first level spellslot. ",,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Alchemical Recovery,Ingens,Spell Recovery,,Once per long rest when you consume a potion you may also regain a first level spellslot. ,,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Wilderness Recovery,Ingens,Spell Recovery,,"Once per long rest while travelling you may forgo choosing a travelling activity and instead spend the day focusing on your arcane energy, regaining a first level spellslot at the end of the day. ",,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,
Overcharged Recovery,Cosmic,Spell Recovery,,Once per long rest when you upcast a spell you may regain a first level spellslot. ,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
Ancestral Recovery,Ingens,Spell Recovery,,Once per long rest when you cast a racial or orenth spell you may regain a first level spellslot. ,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,
Chaotic Recovery,Chromatic,Spell Recovery,,Whenever you cast a first level spell roll 1d4. If you roll a 1 you do not expend a spellslot and you must roll on the wild magic table. ,,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,
